Requestor GPN,EmployeeStatusDesc,Country,Designation,Badge Type,Badge Status,Domain,Sub Domain,Key-Badge_SD,Badge Classification,Badge earned,Department,Initiate a badge date,Time Lapse
GPN 8563,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/13/2020,SL 20,3/24/2020,20
GPN 8564,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,6/10/2020,SL 20,6/4/2020,6
GPN 8565,Active,Country 3,Rank 7,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,8/10/2019,SL 20,5/17/2018,450
GPN 8566,Active,Country 3,Rank 12,Bronze,Approved,Digital age teaming,Transformational leadership,Transformational leadershipBronze,LEADERSHIP,1/29/2020,SL 6,11/15/2018,440
GPN 8567,Terminated,Country 3,Rank 7,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,3/30/2019,SL 20,3/28/2019,2
GPN 8568,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/16/2019,SL 3,5/2/2019,14
GPN 8569,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,6/26/2020,SL 20,5/20/2020,37
GPN 857,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/8/2020,SL 20,4/20/2020,18
GPN 8570,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,4/29/2020,SL 26,3/30/2020,30
GPN 8571,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/29/2020,SL 26,6/23/2020,6
GPN 8572,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,2/27/2020,SL 20,12/17/2019,72
GPN 8573,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/17/2020,SL 20,5/15/2019,338
GPN 8574,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/5/2020,SL 20,4/29/2020,6
GPN 8575,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/14/2019,SL 20,5/14/2019,31
GPN 8576,Active,Country 3,Rank 13,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,2/20/2020,SL 15,2/11/2020,9
GPN 8577,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/23/2020,SL 20,2/18/2020,65
GPN 8578,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/11/2020,SL 20,12/3/2019,160
GPN 8579,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/17/2020,SL 26,1/28/2020,49
GPN 858,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/31/2020,SL 19,11/20/2019,132
GPN 8580,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,2/26/2020,SL 20,11/12/2019,106
GPN 8581,Active,Country 3,Rank 8,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,5/4/2020,SL 20,4/16/2020,18
GPN 8582,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/4/2020,SL 20,5/1/2020,3
GPN 8583,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/11/2020,SL 26,5/15/2020,27
GPN 8584,Terminated,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,9/19/2019,SL 20,7/3/2019,78
GPN 8585,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,6/25/2020,SL 20,3/11/2020,106
GPN 8586,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data science,Data scienceSilver,TECHNOLOGY,6/6/2018,SL 20,3/5/2018,93
GPN 8587,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/27/2020,SL 26,1/13/2020,74
GPN 8588,Terminated,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/2/2019,SL 9,1/30/2019,62
GPN 8589,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/11/2020,SL 26,12/26/2019,76
GPN 859,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/25/2020,SL 20,2/8/2019,351
GPN 8590,Active,Country 3,Rank 8,Bronze,Approved,Sector,Life Sciences,Life SciencesBronze,BUSINESS,5/8/2020,SL 20,2/12/2020,86
GPN 8591,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,7/9/2020,SL 26,4/20/2020,80
GPN 8592,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Asset management,WAM - Asset managementBronze,BUSINESS,6/15/2020,SL 2,5/12/2020,34
GPN 8593,Active,Country 3,Rank 14,Gold,Approved,Analytics,Data visualization,Data visualizationGold,TECHNOLOGY,12/20/2019,SL 9,10/16/2019,65
GPN 8594,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data platform,Data platformSilver,TECHNOLOGY,6/24/2020,SL 26,2/27/2020,118
GPN 8595,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,6/24/2020,SL 26,3/27/2020,89
GPN 8596,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,4/7/2020,SL 26,4/6/2020,1
GPN 8597,Active,Country 3,Rank 8,Gold,Approved,Analytics,Data integration,Data integrationGold,TECHNOLOGY,6/24/2020,SL 26,4/15/2020,70
GPN 8598,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/14/2020,SL 20,5/14/2020,0
GPN 8599,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/11/2020,SL 20,1/6/2020,126
GPN 86,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/31/2020,SL 20,3/13/2020,18
GPN 860,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/13/2020,SL 20,8/1/2019,196
GPN 8600,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/24/2020,SL 20,12/6/2018,414
GPN 8601,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,5/7/2020,SL 20,5/6/2020,1
GPN 8602,Terminated,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/1/2018,SL 20,6/1/2018,0
GPN 8603,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,4/1/2020,SL 20,2/4/2020,57
GPN 8604,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/20/2020,SL 20,5/2/2020,18
GPN 8605,Active,Country 3,Rank 6,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/29/2019,SL 20,1/23/2019,96
GPN 8606,Active,Country 3,Rank 1,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/27/2020,SL 6,7/11/2018,656
GPN 8607,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/10/2020,SL 20,1/14/2020,117
GPN 8608,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/21/2020,SL 20,5/5/2020,16
GPN 8609,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,2/10/2020,SL 20,10/17/2019,116
GPN 861,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/30/2020,SL 20,1/6/2020,84
GPN 8610,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/29/2020,SL 20,6/22/2020,7
GPN 8611,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/19/2018,SL 20,5/30/2018,20
GPN 8612,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/28/2020,SL 20,1/9/2020,110
GPN 8613,Terminated,Country 3,Rank 1,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,7/18/2019,SL 9,3/14/2019,126
GPN 8614,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/26/2019,SL 26,2/25/2019,1
GPN 8615,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,3/24/2020,SL 26,2/10/2020,43
GPN 8616,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2020,SL 26,11/19/2019,163
GPN 8617,Active,Country 3,Rank 9,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,4/17/2020,SL 26,2/12/2020,65
GPN 8618,Terminated,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/1/2019,SL 9,1/19/2019,72
GPN 8619,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/21/2020,SL 20,5/6/2020,15
GPN 862,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/7/2019,SL 2,3/12/2018,332
GPN 8620,Active,Country 3,Rank 13,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,5/8/2020,SL 6,6/22/2018,686
GPN 8621,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,3/24/2020,SL 26,1/21/2020,63
GPN 8622,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/21/2020,SL 20,5/14/2020,7
GPN 8623,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,9/3/2019,SL 20,8/29/2019,5
GPN 8624,Active,Country 3,Rank 14,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,11/20/2019,SL 13,8/1/2019,111
GPN 8625,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/17/2019,SL 26,4/17/2019,0
GPN 8626,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,12/17/2019,SL 20,11/7/2019,40
GPN 8627,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/24/2020,SL 9,3/12/2020,43
GPN 8628,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/24/2020,SL 9,4/9/2020,15
GPN 8629,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/22/2020,SL 25,4/29/2020,23
GPN 863,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,1/3/2020,SL 20,11/18/2019,46
GPN 8630,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/17/2020,SL 20,3/16/2020,1
GPN 8631,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/8/2020,SL 20,2/3/2020,126
GPN 8632,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/24/2020,SL 20,2/25/2020,59
GPN 8633,Active,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Corporate & Commercial Banking,BCM - Corporate & Commercial BankingBronze,BUSINESS,6/19/2020,SL 20,5/4/2020,46
GPN 8634,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/29/2020,SL 9,4/22/2020,68
GPN 8635,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/4/2020,SL 20,12/5/2019,151
GPN 8636,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/7/2020,SL 20,2/12/2020,85
GPN 8637,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Asset management,WAM - Asset managementBronze,BUSINESS,6/29/2020,SL 20,12/26/2019,186
GPN 8638,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/7/2020,SL 20,4/3/2020,34
GPN 8639,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/1/2020,SL 20,5/20/2020,42
GPN 864,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,12/23/2019,SL 20,11/19/2019,34
GPN 8640,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/9/2020,SL 20,3/6/2020,34
GPN 8641,Terminated,Country 3,Rank 9,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,4/6/2020,SL 20,3/11/2020,26
GPN 8642,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,6/22/2020,SL 20,5/21/2020,32
GPN 8643,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/26/2020,SL 20,4/24/2020,2
GPN 8644,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/17/2018,SL 20,3/14/2018,3
GPN 8645,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/17/2018,SL 20,3/14/2018,3
GPN 8646,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/9/2020,SL 26,12/24/2018,472
GPN 8647,Terminated,Country 3,Rank 14,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,8/13/2018,SL 7,7/5/2018,39
GPN 8648,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/7/2020,SL 9,8/22/2018,534
GPN 8649,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/20/2020,SL 20,5/19/2020,1
GPN 865,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/29/2020,SL 20,5/28/2020,1
GPN 8650,Active,Country 3,Rank 12,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,7/8/2020,SL 15,6/1/2020,37
GPN 8651,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/30/2020,SL 20,1/10/2020,20
GPN 8652,Terminated,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/1/2019,SL 20,3/28/2019,4
GPN 8653,Active,Country 3,Rank 7,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,4/12/2019,SL 26,12/18/2018,115
GPN 8654,Active,Country 3,Rank 6,Gold,Approved,Emerging Technology,Robotic process automation,Robotic process automationGold,TECHNOLOGY,6/20/2019,SL 26,3/25/2019,87
GPN 8655,Active,Country 3,Rank 6,Bronze,Approved,Sector,TMT - Technology,TMT - TechnologyBronze,BUSINESS,3/25/2020,SL 26,10/31/2019,146
GPN 8656,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/22/2020,SL 20,3/30/2020,23
GPN 8657,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/19/2020,SL 19,1/28/2020,51
GPN 8658,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/15/2019,SL 19,12/5/2018,72
GPN 8659,Active,Country 3,Rank 15,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/14/2020,SL 19,3/12/2019,460
GPN 866,Active,Country 3,Rank 15,Bronze,Approved,Digital age teaming,Inclusive Intelligence,Inclusive IntelligenceBronze,LEADERSHIP,5/20/2019,SL 20,2/27/2019,82
GPN 8660,Active,Country 3,Rank 15,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,7/3/2020,SL 6,6/2/2020,31
GPN 8661,Active,Country 3,Rank 15,Bronze,Approved,SAP,SAP Foundation,SAP FoundationBronze,TECHNOLOGY,6/26/2020,SL 6,6/4/2020,22
GPN 8662,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/3/2020,SL 25,5/21/2020,13
GPN 8663,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/29/2019,SL 20,5/27/2019,2
GPN 8664,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,6/30/2020,SL 20,3/19/2020,103
GPN 8665,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/6/2020,SL 20,1/17/2020,110
GPN 8666,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,5/18/2020,SL 26,4/14/2020,34
GPN 8667,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/22/2020,SL 26,7/11/2019,286
GPN 8668,Active,Country 3,Rank 13,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,1/23/2019,SL 7,11/30/2018,54
GPN 8669,Active,Country 3,Rank 13,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,1/6/2020,SL 7,12/31/2019,6
GPN 867,Active,Country 3,Rank 15,Bronze,Approved,Sector,Consumer Products,Consumer ProductsBronze,BUSINESS,5/11/2020,SL 20,12/12/2019,151
GPN 8670,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/20/2020,SL 20,1/28/2020,23
GPN 8671,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/23/2020,SL 20,1/31/2020,83
GPN 8672,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/4/2020,SL 2,5/1/2020,34
GPN 8673,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/23/2020,SL 20,4/23/2020,30
GPN 8674,Active,Country 3,Rank 13,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,6/4/2020,SL 13,5/29/2020,6
GPN 8675,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/21/2020,SL 20,12/9/2019,134
GPN 8676,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,4/27/2020,SL 20,2/18/2020,69
GPN 8677,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/29/2020,SL 20,3/9/2020,81
GPN 8678,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/25/2020,SL 6,12/17/2019,191
GPN 8679,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,2/9/2020,SL 20,9/26/2019,136
GPN 868,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/8/2019,SL 25,2/6/2019,91
GPN 8680,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/2/2020,SL 20,2/13/2020,49
GPN 8681,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,9/30/2019,SL 9,6/7/2019,115
GPN 8682,Terminated,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,11/18/2019,SL 20,2/19/2019,272
GPN 8683,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/22/2020,SL 20,2/13/2020,99
GPN 8684,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/13/2020,SL 20,11/23/2019,142
GPN 8685,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,5/7/2020,SL 20,4/8/2020,29
GPN 8686,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/31/2020,SL 26,3/26/2020,5
GPN 8687,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/22/2020,SL 26,5/10/2019,409
GPN 8688,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,6/29/2020,SL 20,4/27/2020,63
GPN 8689,Active,Country 3,Rank 14,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/26/2020,SL 13,1/11/2019,501
GPN 869,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,9/19/2018,SL 15,9/19/2018,0
GPN 8690,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/15/2020,SL 26,4/9/2020,6
GPN 8691,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,2/28/2020,SL 20,12/9/2019,81
GPN 8692,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,6/27/2020,SL 20,5/27/2020,31
GPN 8693,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/7/2019,SL 25,2/1/2019,34
GPN 8694,Active,Country 3,Rank 8,Bronze,Approved,Sector,TMT - Technology,TMT - TechnologyBronze,BUSINESS,5/19/2020,SL 25,5/14/2020,5
GPN 8695,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,1/23/2020,SL 20,11/28/2019,56
GPN 8696,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/13/2020,SL 20,3/30/2020,14
GPN 8697,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/17/2020,SL 26,3/25/2020,23
GPN 8698,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,3/6/2020,SL 20,12/2/2019,95
